ncppb_number,ncppb_number_compact,current_name,name_as_received,alternative_names,pathovar,host,country,other_collection_numbers,ncppb_catalogue_url,catalogue_sequence_links,sequencing_type,year_added,type_strain_of_species,pathotype_strain,other_references,notes,raw_record_text
NCPPB 936,NCPPB936,Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,,,Capsicum frutescens,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=936,,,1961,No,No,This isolate was isolated by ex W.H. Burkholder,,NCPPB No. 936: Catalogue name: Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995 Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Country: USA Host: Capsicum frutescens Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex W.H. Burkholder
NCPPB 937,NCPPB937,Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978,Xanthomonas incanae (Kendrick & Baker 1942) Starr & Weiss 1943,,pv. incanae,Matthiola sp,USA,ATCC 13462; ICMP 574,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=937,,,1961,No,Yes,"This isolate is also in the collections; ATCC 13462, ICMP 574 This isolate was isolated by ex C.E. Williamson The source of this isolate was ex Netherlands",,"NCPPB No. 937: Catalogue name: Xanthomonas campestris pv. incanae (Kendrick & Baker 1942) Dye 1978 Name as received: Xanthomonas incanae (Kendrick & Baker 1942) Starr & Weiss 1943 Country: USA Host: Matthiola sp Year Added: 1961 Type strain of the species: No Pathotype strain: Yes Other references: This isolate is also in the collections; ATCC 13462, ICMP 574 This isolate was isolated by ex C.E. Williamson The source of this isolate was ex Netherlands"
NCPPB 938,NCPPB938,Xanthomonas axonopodis pv. lespedezae (Ayers et al. 1939) Vauterin et al. 1995,Xanthomonas lespedezae Ayers et al. 1939,Xanthomonas campestris pv. lespedezae (Ayers et al. 1939) Dye 1978,pv. lespedezae,Lespedeza sp.,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=938,,,1961,No,No,This isolate was isolated by ex W.H. Burkholder,,NCPPB No. 938: Catalogue name: Xanthomonas axonopodis pv. lespedezae (Ayers et al. 1939) Vauterin et al. 1995 Name as received: Xanthomonas lespedezae Ayers et al. 1939 Other name: Xanthomonas campestris pv. lespedezae (Ayers et al. 1939) Dye 1978 Country: USA Host: Lespedeza sp. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex W.H. Burkholder
NCPPB 939,NCPPB939,Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995,Xanthomonas hederae,Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978,pv. hederae,Hedera helix,USA,ICMP 453; LMG 733; DSM 19143,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=939,,,1961,Yes,Yes,"This isolate is also in the collections; ICMP 453, LMG 733, DSM 19143 This isolate was isolated by ex W.H. Burkholder XH5",,"NCPPB No. 939: Catalogue name: Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995 Name as received: Xanthomonas hederae Other name: Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978 Country: USA Host: Hedera helix Year Added: 1961 Type strain of the species: Yes Pathotype strain: Yes Other references: This isolate is also in the collections; ICMP 453, LMG 733, DSM 19143 This isolate was isolated by ex W.H. Burkholder XH5"
NCPPB 940,NCPPB940,Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995,Xanthomonas taraxaci,Xanthomonas campestris pv. taraxaci (Niederhauser 1943) Dye 1978,pv. taraxaci,Taraxacum kok-saghyz,USA,ATCC 19318; ICMP 579,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=940,,,1961,No,Yes,"This isolate is also in the collections; ATCC 19318, ICMP 579 This isolate was isolated by ex J. Niederhauser",,"NCPPB No. 940: Catalogue name: Xanthomonas hortorum pv. taraxaci (Niederhauser 1943)Vauterin et al.1995 Name as received: Xanthomonas taraxaci Other name: Xanthomonas campestris pv. taraxaci (Niederhauser 1943) Dye 1978 Country: USA Host: Taraxacum kok-saghyz Year Added: 1961 Type strain of the species: No Pathotype strain: Yes Other references: This isolate is also in the collections; ATCC 19318, ICMP 579 This isolate was isolated by ex J. Niederhauser"
NCPPB 941,NCPPB941,Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov.,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978,pv. euvesicatoria,Capsicum frutescens,USA,ICMP 102; LMG 922,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=941,,,1961,No,No,"This isolate is also in the collections; ICMP 102, LMG 922 This isolate was isolated by ex W.H. Burkholder",,"NCPPB No. 941: Catalogue name: Xanthomonas euvesicatoria pv. euvesicatoria (Jones et al. 2006) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Other name: Xanthomonas campestris pv. vesicatoria (Doidge 1920) Dye 1978 Country: USA Host: Capsicum frutescens Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ICMP 102, LMG 922 This isolate was isolated by ex W.H. Burkholder"
NCPPB 942,NCPPB942,Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978,Xanthomonas barbareae Burkholder 1941,,pv. barbareae,Barbarea vulgaris,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=942,,,1961,No,No,This isolate was isolated by ex W.H. Burkholder,Non-mucoid (NCPPB).,NCPPB No. 942: Catalogue name: Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978 Name as received: Xanthomonas barbareae Burkholder 1941 Country: USA Host: Barbarea vulgaris Year Added: 1961 Type strain of the species: No Pathotype strain: No Notes: Non-mucoid (NCPPB). Other references: This isolate was isolated by ex W.H. Burkholder
NCPPB 969,NCPPB969,Xanthomonas hortorum pv. vitians Morinière et al. 2020,X. lactucae.,Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978,pv. vitians,Lactuca sativa,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=969,,,1961,No,No,This isolate was isolated by ex W.H. Burkholder,,NCPPB No. 969: Catalogue name: Xanthomonas hortorum pv. vitians Morinière et al. 2020 Name as received: X. lactucae. Other name: Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978 Country: USA Host: Lactuca sativa Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex W.H. Burkholder
NCPPB 970,NCPPB970,Xanthomonas hortorum pv. vitians Morinière et al. 2020,X. lactucaescariolae,Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978,pv. vitians,Lactuca sp. (wild lettuce).,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=970,,,1966,No,No,This isolate was isolated by ex H.H. Thornberry 1-49,,NCPPB No. 970: Catalogue name: Xanthomonas hortorum pv. vitians Morinière et al. 2020 Name as received: X. lactucaescariolae Other name: Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978 Country: USA Host: Lactuca sp. (wild lettuce). Year Added: 1966 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex H.H. Thornberry 1-49
NCPPB 971,NCPPB971,Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995,Xanthomonas maculifoliigardeniae Ark & Barrett 1946,Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978,pv. maculifoliigardeniae,Gardenia sp,USA,ICMP 318; LMG 758,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=971,,,1966,No,Yes,"This isolate is also in the collections; ICMP 318, LMG 758 This isolate was isolated by ex P.A. Ark 1",Whole genome sequencing (NCPPB July 2025) indicates this organism is likely to be a pathovar of X. euvesicatoria.,"NCPPB No. 971: Catalogue name: Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995 Name as received: Xanthomonas maculifoliigardeniae Ark & Barrett 1946 Other name: Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978 Country: USA Host: Gardenia sp Year Added: 1966 Type strain of the species: No Pathotype strain: Yes Notes: Whole genome sequencing (NCPPB July 2025) indicates this organism is likely to be a pathovar of X. euvesicatoria. Other references: This isolate is also in the collections; ICMP 318, LMG 758 This isolate was isolated by ex P.A. Ark 1"
NCPPB 972,NCPPB972,Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995,Xanthomonas maculifoliigardeniae Ark & Barrett 1946,Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978,pv. maculifoliigardeniae,Gardenia sp.,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=972,,,1961,No,No,This isolate was isolated by ex P.A. Ark 2,,NCPPB No. 972: Catalogue name: Xanthomonas axonopodis pv. maculifoliigardeniae (Ark & Barrett 1946) Vauterin et al. 1995 Name as received: Xanthomonas maculifoliigardeniae Ark & Barrett 1946 Other name: Xanthomonas campestris pv. maculifoliigardeniae (Ark & Barrett 1946) Dye 1978 Country: USA Host: Gardenia sp. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex P.A. Ark 2
NCPPB 973,NCPPB973,Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995,Xanthomonas translucens Jones et al. 1917,Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978,pv. translucens,Hordeum vulgare,USA,ATCC 19319; ICMP 5752; LMG 876; DSM 18974; CFBP 1155,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=973,,,1961,Yes,Yes,"This isolate is also in the collections; ATCC 19319, ICMP 5752, LMG 876, DSM 18974, CFBP 1155 This isolate was isolated by ex C.S. Reddy",,"NCPPB No. 973: Catalogue name: Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995 Name as received: Xanthomonas translucens Jones et al. 1917 Other name: Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978 Country: USA Host: Hordeum vulgare Year Added: 1961 Type strain of the species: Yes Pathotype strain: Yes Other references: This isolate is also in the collections; ATCC 19319, ICMP 5752, LMG 876, DSM 18974, CFBP 1155 This isolate was isolated by ex C.S. Reddy"
NCPPB 974,NCPPB974,Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995,Xanthomonas translucens Jones et al. 1917,Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978,pv. translucens,Secale cereale.,Canada,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=974,,,1961,No,No,This isolate was isolated by ex Z. Patrick The source of this isolate was ex W.H. Burkholder,,NCPPB No. 974: Catalogue name: Xanthomonas translucens pv. translucens (Jones et al. 1917) Vauterin et al. 1995 Name as received: Xanthomonas translucens Jones et al. 1917 Other name: Xanthomonas campestris pv. translucens (Jones et al. 1917) Dye 1978 Country: Canada Host: Secale cereale. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex Z. Patrick The source of this isolate was ex W.H. Burkholder
NCPPB 975,NCPPB975,Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995,Xanthomonas vesicatoria (Doidge 1920) Dowson 1939,,,Capsicum frutescens,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=975,,,1961,No,No,This isolate was isolated by ex W.H. Burkholder,,NCPPB No. 975: Catalogue name: Xanthomonas vesicatoria (ex Doidge 1920) Vauterin et al. 1995 Name as received: Xanthomonas vesicatoria (Doidge 1920) Dowson 1939 Country: USA Host: Capsicum frutescens Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex W.H. Burkholder
NCPPB 976,NCPPB976,Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989,Xanthomonas vitians (Brown 1918) Dowson 1943,Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978,,Lactuca sp. (Lettuce),USA,ATCC 19320; ICMP 336; LMG 937; CFBP 2538,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=976,,,1961,No,No,"This isolate is also in the collections; ATCC 19320, ICMP 336, LMG 937, CFBP 2538 This isolate was isolated by ex N.A. Brown The source of this isolate was ex W.H. Burkholder","X. campestris pv. vitians is represented by two phenetically and genomically distinct bacterial populations (Vauterin et al. 1995). The pathotype (NCPPB 976) was transferred to Xanthomonas axonopodis pv. vitians, but the fact that this single strain differs uniquely from the other strains from lettu","NCPPB No. 976: Catalogue name: Xanthomonas citri (ex Hasse 1915) Gabriel et al. 1989 Name as received: Xanthomonas vitians (Brown 1918) Dowson 1943 Other name: Xanthomonas campestris pv. vitians (Brown 1918) Dye 1978 Country: USA Host: Lactuca sp. (Lettuce) Year Added: 1961 Type strain of the species: No Pathotype strain: No Notes: X. campestris pv. vitians is represented by two phenetically and genomically distinct bacterial populations (Vauterin et al. 1995). The pathotype (NCPPB 976) was transferred to Xanthomonas axonopodis pv. vitians, but the fact that this single strain differs uniquely from the other strains from lettu Other references: This isolate is also in the collections; ATCC 19320, ICMP 336, LMG 937, CFBP 2538 This isolate was isolated by ex N.A. Brown The source of this isolate was ex W.H. Burkholder"
NCPPB 983,NCPPB983,Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978,Xanthomonas barbareae Burkholder 1941,,pv. barbareae,Barbarea vulgaris,USA,ATCC 13460; ICMP 437,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=983,,,1961,No,Yes,"This isolate is also in the collections; ATCC 13460, ICMP 437 This isolate was isolated by ex W.H. Burkholder",,"NCPPB No. 983: Catalogue name: Xanthomonas campestris pv. barbareae (Burkholder 1941) Dye 1978 Name as received: Xanthomonas barbareae Burkholder 1941 Country: USA Host: Barbarea vulgaris Year Added: 1961 Type strain of the species: No Pathotype strain: Yes Other references: This isolate is also in the collections; ATCC 13460, ICMP 437 This isolate was isolated by ex W.H. Burkholder"
NCPPB 984,NCPPB984,Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995,Xanthomonas corylina,Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978,pv. corylina,Corylus maxima.,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=984,,,1961,No,No,This isolate was isolated by ex S. Dombroff Oregan 5401,,NCPPB No. 984: Catalogue name: Xanthomonas arboricola pv. corylina (Miller et al. 1940) Vauterin et al. 1995 Name as received: Xanthomonas corylina Other name: Xanthomonas campestris pv. corylina (Miller et al. 1940) Dye 1978 Country: USA Host: Corylus maxima. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex S. Dombroff Oregan 5401
NCPPB 985,NCPPB985,Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.,Xanthomonas dieffenbachiae McCulloch & Pirone 1939,Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978,pv. dieffenbachiae,Dieffenbachia sp.,USA,ATCC 23379; LMG 7399; CFBP 7666,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=985,,,1961,No,No,"This isolate is also in the collections; ATCC 23379, LMG 7399, CFBP 7666 This isolate was isolated by P.A. Ark",,"NCPPB No. 985: Catalogue name: Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas dieffenbachiae McCulloch & Pirone 1939 Other name: Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978 Country: USA Host: Dieffenbachia sp. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ATCC 23379, LMG 7399, CFBP 7666 This isolate was isolated by P.A. Ark"
NCPPB 986,NCPPB986,Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov.,Xanthomonas dieffenbachiae McCulloch & Pirone 1939,Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978,pv. dieffenbachiae,Dieffenbachia sp.,USA,,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=986,,,1961,No,No,This isolate was isolated by ex P.A. Ark Cardona 2,,NCPPB No. 986: Catalogue name: Xanthomonas phaseoli pv. dieffenbachiae (McCulloch & Pirone 1939) Constantin et al. 2016 comb. nov. Name as received: Xanthomonas dieffenbachiae McCulloch & Pirone 1939 Other name: Xanthomonas campestris pv. dieffenbachiae (McCulloch & Pirone 1939) Dye 1978 Country: USA Host: Dieffenbachia sp. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate was isolated by ex P.A. Ark Cardona 2
NCPPB 987,NCPPB987,Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995,Xanthomonas hederae,Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978,pv. hederae,Hedera helix,USA,ATCC 9653; LMG 7411; ICMP 454,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=987,,,1961,No,No,"This isolate is also in the collections; ATCC 9653, LMG 7411, ICMP 454 This isolate was isolated by ex W.H. Burkholder XH6",,"NCPPB No. 987: Catalogue name: Xanthomonas hortorum pv. hederae (Arnaud 1920) Vauterin et al. 1995 Name as received: Xanthomonas hederae Other name: Xanthomonas campestris pv. hederae (Arnaud 1920) Dye 1978 Country: USA Host: Hedera helix Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ATCC 9653, LMG 7411, ICMP 454 This isolate was isolated by ex W.H. Burkholder XH6"
NCPPB 989,NCPPB989,Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995,Xanthomonas holcicola Elliott 1930,Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978,pv. holcicola,Holcus sp.,USA,ATCC 13461; ICMP 451; LMG 7416,https://ncppb.fera.co.uk/furtherinfo.cfm?ncppb_no=989,,,1961,No,No,"This isolate is also in the collections; ATCC 13461, VKM B-618, ICMP 451, LMG 7416, This isolate was isolated by ex W.H. Burkholder",,"NCPPB No. 989: Catalogue name: Xanthomonas vasicola pv. holcicola (Elliott 1930) Vauterin et al. 1995 Name as received: Xanthomonas holcicola Elliott 1930 Other name: Xanthomonas campestris pv. holcicola (Elliott 1930) Dye 1978 Country: USA Host: Holcus sp. Year Added: 1961 Type strain of the species: No Pathotype strain: No Other references: This isolate is also in the collections; ATCC 13461, VKM B-618, ICMP 451, LMG 7416, This isolate was isolated by ex W.H. Burkholder"
